model,hyperparameters,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,19440,3888,3888,0.0,5.03600823,4.140946502,5.709876543,0.571288802,5.03600823,4.140946502,5.709876543,0.571288802,5,5,0,0.166666667,0.417511335,0.000402563,0.840621484,0.118988663,1.156914257,0.109327332,2.450222382,0.102915783,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.212222336,0,0,0.0
Lasso,"{'alpha': 0.0003270242804522918, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,9071,1815,1814,0.4,4.938795594,4.244762955,5.237045204,0.354575996,4.938795594,4.244762955,5.237045204,0.354575996,5,5,0,0.5,0.640638492,0.000247528,1.790784762,0.281891266,3.059857949,0.947510498,7.168449202,0.853695964,0.0,0,0,0,4.2,4,5,0.4,4.2,4,5,0.4,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.367013586,0,0,0.0
Lasso,"{'alpha': 0.01069448800053393, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,1296,260,259,0.4,4.861894862,3.846153846,6.177606178,0.90385735,4.861894862,3.846153846,6.177606178,0.90385735,3,3,0,1.0,0.074810736,0.016044426,0.183711755,0.023353964,1.083802609,0.778602853,1.321252578,0.067409488,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.699458058,0,0,0.0
Lasso,"{'alpha': 0.0003270242804522918, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,34991,6999,6998,0.4,4.992718308,4.701343241,5.34438411,0.236242832,4.992718308,4.701343241,5.34438411,0.236242832,5,5,0,0.166666667,1.002839973,0.003435598,2.37241445,0.404180656,5.161016274,0.868454743,11.11305541,2.040400017,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.108340268,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,11661,2333,2332,0.4,5.008182987,4.586369481,5.445969125,0.305454979,5.008182987,4.586369481,5.445969125,0.305454979,4,4,0,0.166666667,0.239461952,0.015126016,0.587118851,0.092818975,0.760927565,0.280871175,1.216316838,0.140445765,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.248432818,0,0,0.0
Lasso,"{'alpha': 0.0003270242804522918, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,11661,2333,2332,0.4,4.956666194,4.631217839,5.317324185,0.284717304,4.956666194,4.631217839,5.317324185,0.284717304,6,6,0,0.5,0.853515829,0.000100894,2.432775265,0.399050668,4.59965539,1.060197425,11.40043424,2.031878325,0.0,0,0,0,4.6,4,6,0.8,5.2,5,6,0.4,6.0,6,6,0.0,3,3,3,0,1,1,1,0,1,1,1,0,0.301663204,47,47,0.0
Lasso,"{'alpha': 0.00013675241327079383, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,2591,519,518,0.4,4.785784959,3.281853282,5.598455598,0.794947731,4.785784959,3.281853282,5.598455598,0.794947731,2,2,0,0.5,0.022495421,0.003492675,0.032450879,0.004384673,1.292918622,1.157555491,1.446208088,0.0088621,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.621417849,0,0,0.0
Lasso,"{'alpha': 0.00013675241327079383, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,23326,4666,4665,0.4,4.955819596,4.372990354,5.507929704,0.384415611,4.955819596,4.372990354,5.507929704,0.384415611,4,4,0,0.166666667,1.434023963,0.007750248,4.434093635,1.030453536,7.836441207,1.094064783,23.3398131,5.326408256,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.214563245,0,0,0.0
Lasso,"{'alpha': 2.39136021537497e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,19440,3888,3888,0.0,5.0,4.5781893,5.24691358,0.285760173,5.0,4.5781893,5.24691358,0.285760173,4,4,0,0.166666667,1.077622891,0.000402563,4.380533819,0.818227864,4.620898366,0.09858788,22.34158707,4.620164919,0.0,0,0,0,3.8,3,4,0.4,3.8,3,4,0.4,4.0,4,4,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.235398851,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,7776,1556,1555,0.4,5.002479769,4.372990354,5.719794344,0.454295557,5.002479769,4.372990354,5.719794344,0.454295557,2,2,0,0.5,0.96508131,0.010938015,4.544251303,1.456975958,5.601895083,1.028140998,23.82763196,7.505939672,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.371877466,0,0,0.0
Lasso,"{'alpha': 5.718603679678212e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,23326,4666,4665,0.4,5.118743192,4.780278671,5.380493033,0.253242383,5.118743192,4.780278671,5.380493033,0.253242383,3,3,0,0.166666667,1.279903561,0.016747319,4.471873358,1.189918234,6.964998678,1.080791737,23.24455425,6.012401598,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.211683031,0,0,0.0
Lasso,"{'alpha': 0.0018701222535385973, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,5181,1037,1036,0.4,5.153472111,4.44015444,5.694980695,0.434561123,5.153472111,4.44015444,5.694980695,0.434561123,2,2,0,0.5,0.027209469,0.008840959,0.069964269,0.015128846,1.200410856,0.984754434,1.344234816,0.04474309,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.600400058,0,0,0.0
Lasso,"{'alpha': 0.0003270242804522918, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,6480,1296,1296,0.0,4.938271605,4.552469136,5.324074074,0.330981645,4.938271605,4.552469136,5.324074074,0.330981645,3,3,0,1.0,0.075387275,0.000318336,0.32079886,0.062931374,0.892126366,0.135422168,1.204587617,0.192909237,0.0,0,0,0,2.2,1,3,0.979795897,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.656207433,0,0,0.673011667
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,7126,1426,1425,0.4,5.051824512,4.210526316,5.750350631,0.540717647,5.051824512,4.210526316,5.750350631,0.540717647,3,3,0,1.0,0.353498174,0.00073719,1.966233539,0.413027346,1.176404824,0.266661692,2.558878608,0.379837445,0.0,0,0,0,2.0,1,3,0.632455532,2.0,2,2,0.0,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.658563117,0,0,0.673011667
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,7776,1556,1555,0.4,5.053984576,4.565916399,6.109324759,0.584356021,5.053984576,4.565916399,6.109324759,0.584356021,2,2,0,0.5,0.021880017,0.00774899,0.090641196,0.020882683,1.199410059,0.783512604,1.315559381,0.090688814,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.597140198,0,0,0.0
Lasso,"{'alpha': 2.39136021537497e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,34991,6999,6998,0.4,5.004142387,4.587024864,5.487282081,0.308634321,5.004142387,4.587024864,5.487282081,0.308634321,4,4,0,0.166666667,0.047588489,0.011987336,0.140881794,0.020757977,1.100271634,0.779327986,1.263270884,0.087532327,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.333277628,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,42766,8554,8553,0.4,4.966565459,4.629954402,5.237928212,0.229346668,4.966565459,4.629954402,5.237928212,0.229346668,4,4,0,0.166666667,0.103970009,0.001641003,0.287802837,0.059987283,0.89283882,0.424048133,1.221331341,0.168606379,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.308729151,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,7881,1577,1576,0.4,5.138966231,3.997461929,5.837563452,0.681212508,5.138966231,3.997461929,5.837563452,0.681212508,3,3,0,1.0,0.290347265,0.0,1.760167421,0.307575082,1.015192374,0.300825425,1.701485208,0.106844953,0.0,0,0,0,0.8,0,2,0.748331477,2.2,2,3,0.4,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.63757152,0,0,0.673011667
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,2591,519,518,0.4,5.171438986,3.474903475,5.973025048,0.881718035,5.171438986,3.474903475,5.973025048,0.881718035,3,3,0,1.0,0.029564412,0.003762115,0.076837031,0.007707844,1.243420492,1.109997337,1.360816128,0.019706365,0.0,0,0,0,2.6,1,3,0.8,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.695993998,0,0,0.500402424
Lasso,"{'alpha': 0.01069448800053393, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,11661,2333,2332,0.4,4.99954784,4.459691252,5.531732419,0.370139602,4.99954784,4.459691252,5.531732419,0.370139602,2,2,0,0.166666667,0.015340171,0.001268734,0.024309095,0.002414415,1.319330529,1.216127314,1.435679672,0.006591351,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.367716189,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,15766,3154,3153,0.4,4.991739204,4.75737393,5.231452124,0.165656839,4.991739204,4.75737393,5.231452124,0.165656839,3,3,0,0.5,0.543575232,0.00309394,1.866304173,0.264140411,1.12442734,0.231953916,3.553705565,0.455419412,0.0,0,0,0,2.4,2,3,0.489897949,2.0,2,2,0.0,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.441753365,0,0,0.0
Lasso,"{'alpha': 5.718603679678212e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,7776,1556,1555,0.4,4.951156812,4.565916399,5.980707395,0.522673459,4.951156812,4.565916399,5.980707395,0.522673459,2,2,0,0.166666667,0.029286478,0.011629708,0.054703786,0.007851591,1.302977928,1.181299229,1.430578638,0.002099046,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.343625845,0,0,0.0
Lasso,"{'alpha': 5.3848864658026056e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5,38880,7776,7776,0.0,4.969135802,4.5781893,5.671296296,0.378235113,4.969135802,4.5781893,5.671296296,0.378235113,5,5,0,0.166666667,1.051980475,0.000203198,4.408441503,0.699319458,4.065416637,0.201666305,22.54705107,3.655628951,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.193707725,0,0,0.0
Lasso,"{'alpha': 0.01069448800053393, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,11661,2333,2332,0.4,4.982402534,4.373927959,5.488850772,0.472984466,4.982402534,4.373927959,5.488850772,0.472984466,2,2,0,0.5,0.576190957,0.006430611,4.526711366,1.212692206,3.506371675,0.891988622,23.97698838,6.377687104,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.472543464,0,0,0.0
Lasso,"{'alpha': 0.0007820328537352371, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,2591,519,518,0.4,4.939853148,4.054054054,5.780346821,0.550744846,4.939853148,4.054054054,5.780346821,0.550744846,3,3,0,1.0,0.656083597,1.71e-06,4.725435332,1.069319672,4.720275039,1.205457781,27.06051023,5.844852739,0.0,0,0,0,2.6,1,3,0.8,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.58168148,0,0,0.500402424
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.37777777777777777, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,1941,389,388,0.4,5.151591445,4.12371134,5.912596401,0.627597598,5.151591445,4.12371134,5.912596401,0.627597598,3,3,0,1.0,0.024551909,0.006602516,0.077702125,0.008213411,1.35438557,1.216297833,1.439114047,0.00655674,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.736493664,0,0,0.0
Lasso,"{'alpha': 0.01069448800053393, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,11661,2333,2332,0.4,5.008212396,4.243463352,5.488850772,0.45475258,5.008212396,4.243463352,5.488850772,0.45475258,2,2,0,0.5,0.584213645,0.006010535,4.667840683,1.256230202,3.757290724,0.906177473,26.39068191,7.055694,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.476064255,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,15551,3111,3110,0.4,4.887172475,4.372990354,5.273311897,0.385627824,4.887172475,4.372990354,5.273311897,0.385627824,3,3,0,0.166666667,0.037626763,0.026955125,0.071441116,0.00827942,1.212544033,1.019498405,1.295622391,0.023790369,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.317758205,0,0,0.0
Lasso,"{'alpha': 2.39136021537497e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,3886,778,777,0.4,5.043953244,3.861003861,5.92020592,0.828747694,5.043953244,3.861003861,5.92020592,0.828747694,2,2,0,1.0,0.011688849,0.001820792,0.054334343,0.012502876,1.210015631,0.827505603,1.30395705,0.088260902,0.0,0,0,0,1.8,1,2,0.4,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.69445406,0,0,0.500402424
Lasso,"{'alpha': 0.00013675241327079383, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,7776,1556,1555,0.4,5.066738856,4.501607717,6.105398458,0.555311951,5.066738856,4.501607717,6.105398458,0.555311951,2,2,0,0.166666667,0.025215609,0.013972644,0.039189602,0.004070712,1.301272668,1.181002383,1.429575561,0.005652029,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.348245361,0,0,0.0
Lasso,"{'alpha': 1e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,1186,238,237,0.4,5.140942453,3.375527426,7.983193277,1.529725107,5.140942453,3.375527426,7.983193277,1.529725107,6,5,1,6.0,0.210680415,0.028606589,0.493540649,0.012964654,0.44306576,0.007010997,0.775783918,0.034932781,1.501793722,1,2,0,3.6,1,6,2.244994432,6.0,6,6,0.0,6.0,6,6,0.0,5,5,5,0,3,3,3,0,0,0,0,0,-0.083460019,0,0,0.673011667
Lasso,"{'alpha': 2.39136021537497e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,6480,1296,1296,0.0,4.922839506,4.166666667,5.709876543,0.666266455,4.922839506,4.166666667,5.709876543,0.666266455,2,2,0,0.5,0.027786207,0.00783659,0.076389584,0.017526248,1.202528191,1.044654175,1.284590727,0.034197467,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.591759214,0,0,0.0
